date,open,high,low,close,volume,ret
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,7860650,0.0024886192856885233
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,33054400,-0.11402781772464736
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,55629100,-0.061958949741243954
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,43962800,0.03816904066200965
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,23245700,0.0417958802770686
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,24866800,0.0280729729527459
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,19982500,-0.038046038508232904
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,18718600,0.02460744467252288
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,15264300,-0.05525782685593136
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,18200800,-0.03381165828602173
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,18880300,0.008008149758100299
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,72843904,-0.1703057269491352
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,97638704,-0.23755771549530535
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,81773504,0.164002352794029
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,38421000,-0.008360051860799687
2015-01-17,207.83399963378903,211.7310028076172,194.875,199.2599945068359,23469700,-0.043393840687306014
2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,30085100,0.05411005929718177
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164065,18658300,0.021270735850478655
2015-01-20,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,24051100,-0.016641349425745793
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382812,29924600,0.07114626123199319
2015-01-22,227.3220062255859,237.0189971923828,226.4340057373047,233.406005859375,33544600,0.02828326756390444
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,24621700,-0.002260455630801842
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382812,247.8470001220703,24782500,0.062292624854732755
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.7180023193359,33582700,0.023411802380044235
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,106794000,0.07497944406522519
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,44399000,-0.03724435725045598
2015-01-28,263.35101318359375,266.5350036621094,227.04600524902344,233.9149932861328,44352200,-0.11900073718364432
2015-01-29,233.34800720214844,238.70599365234375,220.7120056152344,233.51300048828125,32213400,-0.0017200206333921858
2015-01-30,232.77200317382812,242.8509979248047,225.83900451660156,226.4250030517578,26605200,-0.030823974429389264
2015-01-31,226.4409942626953,233.5039978027344,216.3090057373047,217.46400451660156,23348200,-0.040380437381728564
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,29128500,0.04279332203631927
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,30612100,0.04840574994570224
2015-02-03,237.45399475097656,245.95700073242188,224.4830017089844,227.26800537109375,40783700,-0.04710245086441019
2015-02-04,227.5110015869141,230.05799865722656,221.11300659179688,226.85299682617188,26594300,-0.0018277448453036722
2015-02-05,227.6649932861328,239.40499877929688,214.7250061035156,217.11099243164065,22516400,-0.043893507993348985
2015-02-06,216.92300415039065,230.5099945068359,216.23199462890625,222.26600646972656,24435300,0.02346618327569626
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.7539978027344,21604200,0.02439119754380642
2015-02-08,227.6929931640625,229.43800354003903,221.07699584960935,223.41200256347656,17145200,-0.019248477480192965
2015-02-09,223.38900756835935,223.9770050048828,217.0189971923828,220.11000061035156,27791300,-0.01489018780860793
2015-02-10,220.2819976806641,221.8070068359375,215.33200073242188,219.83900451660156,21115100,-0.0012319433610069224
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,17201900,-0.002979369869067089
2015-02-12,219.20799255371097,222.19900512695312,217.6139984130859,221.76400756835935,15206200,0.01169767654801286
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400,0.05978710744575167
2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,49732500,0.08892349379425551
2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,56552400,-0.09148384584019954
2015-02-16,234.8249969482422,239.52099609375,229.02200317382812,233.8430023193359,28153700,-0.004190582960674172
2015-02-17,233.4219970703125,245.7749938964844,232.31399536132812,243.61000061035156,27363100,0.040918628477718454
2015-02-18,243.77999877929688,244.25100708007812,232.33999633789065,236.3260040283203,25200800,-0.03035636359272711
2015-02-19,236.41000366210935,242.6719970703125,235.5919952392578,240.2830047607422,18270500,0.01660519034172677
2015-02-20,240.25100708007812,247.1009979248047,239.2989959716797,243.7790069580078,23876700,0.014444690551578291
2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,12284200,0.003092238871982713
2015-02-22,244.54400634765625,246.3919982910156,233.8509979248047,235.9770050048828,19527000,-0.035619980715916974
2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.8919982910156,16400000,0.012277195944320576
2015-02-24,238.9980010986328,239.9010009765625,236.40199279785156,238.73500061035156,14200400,-0.0006574070841031705
2015-02-25,238.88999938964844,239.33999633789065,235.52999877929688,237.47000122070312,11496200,-0.005312847871439998
2015-02-26,237.3370056152344,237.7100067138672,234.2570037841797,236.42599487304688,13619400,-0.004406063968623295
2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,44013900,0.07102164294766813
2015-02-28,253.52000427246097,254.69200134277344,249.47900390625,254.26300048828125,13949300,0.001712282492500946
2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,25213700,0.023089070174587865
2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,40465700,0.05774631039705618
2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,50461300,0.021645212985012714
2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,41383000,-0.03104098668249274
2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,41302400,0.011236844892019125
2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,28918900,-0.012589019563885341
2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,17825900,0.012889423033744005
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900,-0.006926764001895432
2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,59178200,0.05410555539115711
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800,0.007406767027843437
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900,0.015707453323950217
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200,-0.006855895378802532
2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,31421500,-0.0311121803793417
2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,22612300,-0.01217173654759659
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,11970100,0.01586579121122548
2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,21516100,0.014558606023415802
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200,-0.017664059044773035
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000,-0.10791478367740183
2015-03-19,255.8800048828125,264.2439880371094,248.6360015869141,260.9280090332031,52732000,0.017899766313779417
2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700,0.0031414604385734918
2015-03-21,261.6440124511719,262.1960144042969,255.6499938964844,260.0249938964844,17130100,-0.006608245488491631
2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,18438100,0.030059926984876507
2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900,-0.004563319168047861
2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700,-0.082590521853266
2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.1970062255859,35866900,0.0024482110178939095
2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.5319976806641,25730000,0.009439546802022103
2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900,-0.006065833740133985
2015-03-28,246.9750061035156,254.2050018310547,246.9750061035156,252.79800415039065,16040900,0.02308500045707821
2015-03-29,252.7400054931641,253.13900756835935,240.8500061035156,242.71299743652344,21699400,-0.04071110245965539
2015-03-30,242.8789978027344,249.24200439453125,239.21400451660156,247.5260009765625,23009600,0.01963596613450928
2015-03-31,247.45399475097656,248.72999572753903,242.7389984130859,244.2239990234375,22672000,-0.013429797994592731
2015-04-01,244.22300720214844,247.54100036621097,241.16000366210935,247.27200317382812,22877200,0.012403125199171193
2015-04-02,247.08900451660156,254.46099853515625,245.41600036621097,253.0050048828125,26272600,0.022920312531111483
2015-04-03,253.07400512695312,256.0429992675781,251.8789978027344,254.3220062255859,23146600,0.0051919344816230934
2015-04-04,254.29100036621097,255.25799560546875,251.1000061035156,253.6970062255859,12493500,-0.0024605390743548295
2015-04-05,253.7610015869141,260.67498779296875,251.94200134277344,260.5979919433594,19649200,0.02683829306360957
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,-0.019787843949012902
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,-0.009090445919442811
2015-04-08,253.06399536132812,253.8470001220703,244.21499633789065,245.02200317382812,30086400,-0.03275265389486289
2015-04-09,244.75100708007812,246.1179962158203,239.3999938964844,243.67599487304688,21643500,-0.00550856238328955
2015-04-10,243.69400024414065,243.69400024414065,232.77099609375,236.0720062255859,28882000,-0.031702583387589564
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,0.002031195556135752
2015-04-12,236.53500366210935,237.72799682617188,233.4949951171875,236.1529998779297,12387900,-0.0016881656356903948
2015-04-13,235.9499969482422,236.93499755859375,221.9960021972656,224.5870056152344,31181800,-0.05021671457956213
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000,-0.0244657067673963
2015-04-15,219.072998046875,223.83299255371097,218.6490020751953,223.83299255371097,22562000,0.021102726636105927
2015-04-16,223.91700744628903,229.6719970703125,223.91700744628903,228.572998046875,24805400,0.020955420780430042
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,-0.025213125195807665
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,0.0021244232660850323
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.6000061035156,15021500,-0.00339045741368914
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,0.009060362216785857
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,0.0462926999365405
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,-0.004656580910825517
2015-04-23,234.0529937744141,236.4750061035156,233.19900512695312,236.4620056152344,17036000,0.009714594733087079
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,-0.022210307810530946
2015-04-25,231.23500061035156,232.56100463867188,226.3370056152344,226.38999938964844,13957200,-0.02131806137951217
2015-04-26,226.41000366210935,226.94400024414065,214.87399291992188,219.42999267578125,28943700,-0.031225931376802334
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,0.043936871246002325
2015-04-28,228.968994140625,229.4949951171875,223.06900024414065,225.85499572753903,21469200,-0.015076931389111392
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,-0.00020810680116090875
2015-04-30,225.6929931640625,239.56300354003903,224.9929962158203,236.14500427246097,33818600,0.044760966502110006
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,-0.017368232899782194
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,0.012209757927328984
2015-05-03,234.8800048828125,243.2400054931641,234.08299255371097,240.3580017089844,18494100,0.022841919434435122
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,-0.005590600314613185
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.1210021972656,23929100,-0.012194490570728609
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.7819976806641,29587200,-0.027213371532453103
2015-05-07,229.66200256347656,239.10499572753903,228.572998046875,237.33399963378903,29064400,0.03233740691424461
2015-05-08,237.20399475097656,246.2749938964844,236.2740020751953,243.86300659179688,27445500,0.027138189042092715
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835935,241.83200073242188,19790500,-0.00836334599719275
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,-0.0063717546420386335
2015-05-11,240.2989959716797,244.27000427246097,239.37600708007812,242.1580047607422,20892300,0.007718906748170874
2015-05-12,242.14500427246097,242.88099670410156,240.0989990234375,241.11199951171875,19282600,-0.004328871534384656
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,-0.019833570375609212
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,0.002332538373417759
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753903,16329400,0.0028490912566354037
2015-05-16,237.6439971923828,237.6970062255859,235.2949981689453,236.1529998779297,11089700,-0.00612971352227109
2015-05-17,236.0099945068359,238.0249938964844,236.0099945068359,236.802001953125,11134300,0.002744457633568561
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,-0.015636672562722796
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.9470062255859,14241900,-0.005078760472612294
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400,0.008889134295103658
2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900,0.005650190252098664
2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,27003000,0.021039654392675935
