date,open,high,low,close,volume,ret,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_4,ret_lag_5,ret_lag_6,ret_lag_7,ret_lag_8,ret_lag_9,ret_lag_10,vol_7,mean_ret_7,ma_close_7,log_volume
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,18880300,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.0417958802770686,0.0381690406620096,-0.0619589497412439,-0.1140278177246473,0.0024886192856885,0.03821459350195099,-0.003518725141392628,280.3621390206473,16.753629661351155
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,72843904,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.0417958802770686,0.0381690406620096,-0.0619589497412439,-0.1140278177246473,0.06843475487477622,-0.03381895474513603,271.7438528878348,18.103829422040167
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,97638704,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.0417958802770686,0.0381690406620096,-0.0619589497412439,0.0963490305780633,-0.0717661959520005,255.13899448939733,18.396784540394115
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,81773504,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.0417958802770686,0.0381690406620096,0.13185638504237165,-0.04290214005167736,244.6382795061384,18.219463849350618
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,38421000,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.0417958802770686,0.12961287511108235,-0.04761178241358056,232.8795667375837,17.46411476910375
2015-01-17,207.83399963378903,211.7310028076172,194.875,199.2599945068359,23469700,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.0280729729527459,0.12957379214556955,-0.04591692724663409,222.08871023995536,16.971220828078394
2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,30085100,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,-0.0380460385082329,0.13508685343154603,-0.03335668187760503,214.18571036202567,17.219540623785683
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164065,18658300,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.0246074446725228,0.13585453327271402,-0.031462026721550976,206.62356785365515,16.741801698863
2015-01-20,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,24051100,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,-0.0552578268559313,0.12131745954608349,-0.009509972789638185,204.54556928362166,16.99569133309397
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382812,29924600,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,-0.0338116582860217,0.06975336351279499,0.034590595314261584,211.5161416190011,17.214191475986087
2015-01-22,227.3220062255859,237.0189971923828,226.4340057373047,233.406005859375,33544600,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.0080081497581002,0.04052609919379914,0.015202154567100928,214.88214329310827,17.328386484438273
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,24621700,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,-0.1703057269491352,0.03999716337394276,0.016073525457100616,218.42242867606026,17.019138766504557
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382812,247.8470001220703,24782500,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,-0.2375577154953053,0.03317331933750406,0.031171591963106142,225.3634294782366,17.025648357240243
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.7180023193359,33582700,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.164002352794029,0.031628651584353115,0.026786126689229355,231.5604291643415,17.329521641161573
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,106794000,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,-0.0083600518607996,0.03624526768156975,0.034458799291336,239.9335719517299,18.486412312500768
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,44399000,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,-0.043393840687306,0.04153671763907319,0.03151551245923455,247.38500104631697,17.608727527149323
2015-01-28,263.35101318359375,266.5350036621094,227.04600524902344,233.9149932861328,44352200,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0541100592971817,0.06617050296213113,0.004351655542714915,248.38757106236048,17.60767289344785
2015-01-29,233.34800720214844,238.70599365234375,220.7120056152344,233.51300048828125,32213400,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0212707358504786,0.0653283455024934,6.547151452970035e-05,248.4028560093471,17.287893104059933
2015-01-30,232.77200317382812,242.8509979248047,225.83900451660156,226.4250030517578,26605200,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,-0.0166413494257457,0.0663814115233957,-0.004015031170982785,247.4808567592076,17.096617280954938
2015-01-31,226.4409942626953,233.5039978027344,216.3090057373047,217.46400451660156,23348200,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.0711462612319931,0.060358267742534194,-0.01868261149047724,243.1404288155692,16.966030494143183
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,29128500,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.0282832675639044,0.06299789719241362,-0.015913822968152243,239.31957135881697,17.18722766863456
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,30612100,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,-0.0022604556308018,0.05713573254051833,-0.019710064985226945,234.2847159249442,17.236905946266234
2015-02-03,237.45399475097656,245.95700073242188,224.4830017089844,227.26800537109375,40783700,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.0622926248547327,0.057758058387724,-0.021118364072934687,229.11228724888392,17.523793074264766
2015-02-04,227.5110015869141,230.05799865722656,221.11300659179688,226.85299682617188,26594300,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.0234118023800442,0.03839654994531131,-0.004379365167457443,228.10343061174666,17.09620750267722
2015-02-05,227.6649932861328,239.40499877929688,214.7250061035156,217.11099243164065,22516400,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.0749794440652251,0.04112172886304849,-0.010404149076022702,225.76028660365515,16.929754534965113
2015-02-06,216.92300415039065,230.5099945068359,216.23199462890625,222.26600646972656,24435300,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,-0.0372443572504559,0.041743561338774576,-0.002648412261010502,225.16614423479353,17.011539407006264
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.7539978027344,21604200,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,-0.1190007371836443,0.0390795053814676,0.00660467844263734,226.63614327566964,16.888398344484262
2015-02-08,227.6929931640625,229.43800354003903,221.07699584960935,223.41200256347656,17145200,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,-0.0017200206333921,0.036451178846642625,-0.0022584357740072446,226.12757219587053,16.657228867344998
2015-02-09,223.38900756835935,223.9770050048828,217.0189971923828,220.11000061035156,27791300,-0.0148901878086079,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,-0.0308239744293892,0.02884583358071152,-0.011300712596051546,223.53914315359933,17.140233616024105
2015-02-10,220.2819976806641,221.8070068359375,215.33200073242188,219.83900451660156,21115100,-0.0012319433610069,-0.0148901878086079,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,-0.0403804373817285,0.02419201704521179,-0.00474778295270823,222.4778573172433,16.86549902966813
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,17201900,-0.002979369869067,-0.0012319433610069,-0.0148901878086079,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.0427933220363192,0.024172757847404566,-0.004912300813245859,221.38242885044642,16.66053045893225
2015-02-12,219.20799255371097,222.19900512695312,217.6139984130859,221.76400756835935,15206200,0.0116976765480128,-0.002979369869067,-0.0012319433610069,-0.0148901878086079,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.0484057499457022,0.01742032978080291,0.003029296978377241,222.0471452985491,16.53721386314955
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400,0.0597871074457516,0.0116976765480128,-0.002979369869067,-0.0012319433610069,-0.0148901878086079,-0.0192484774801929,0.0243911975438064,0.0234661832756962,-0.0438935079933489,-0.0018277448453036,-0.0471024508644101,0.02719108788095836,0.008218000431242298,223.92728751046317,17.57074877400939
